Title,Year,Movie ID,Director,Stars,Votes
Shades of Darkness,2015,tt2726430,Ian Adema,"('Deanne August', 'Jesus Basuel', 'Richard Crowley', 'John Lake')",7.8
JesusCat (or How I Accidentally Joined a Cult),2013,tt2713632,Julia Morizawa,"('Shaina Vorspan', 'Shaina Vorspan', 'Julia Morizawa', 'Elizabeth Yocam', 'Vance Roi Reyes')",8.3
Worst Kind of People,2013,tt3467906,Ezekiel Richter,"('Jay Warren', 'Doug Chavis', 'Wade Everett', 'George Tsakiridis', 'Scott Wells')",8.1
Hot Pursuit,2015,tt2967224,Anne Fletcher,"('Reese Witherspoon', 'Sofía Vergara', 'Matthew Del Negro', 'Michael Mosley')",5.1
A Song for Sarah,2013,tt3161748,Philip Keeler,"('Joe Marlotti', 'Kayla Doeren', 'Beth Huffman-Schwarz', 'Judith Espy')",7.9
The List,2015,tt3513824,Georgia Tanner,"('Scott Pryor', 'Kristen Sharp', 'Montell Jordan', 'Brooke Jaye Taylor')",5.9
Number One Contender,2014,tt3387710,Darryl Terrell,"('Ali Amine', 'Walbert Beltran', 'Marcel L. Davis', 'Edward Knighton')",7.2
The Sweeney,2012,tt0857190,Nick Love,"('Ray Winstone', 'Plan B', 'Hayley Atwell', 'Steven Mackintosh')",6.1
The Boy Castaways,2013,tt2642912,Michael Kantor,"('Mark Leonard Winter', 'Amber Matson', 'Stephen Armstrong', 'John Hoskin')",5.2
Pompeii,2014,tt1921064,Paul W.S. Anderson,"('Kit Harington', 'Emily Browning', 'Kiefer Sutherland', 'Adewale Akinnuoye-Agbaje')",5.5
Anna Unbound,2015,tt4069042,Bernd Porr,"('Vasso Georgiadou', 'Kirsty May Hamilton', 'Derek Kelly', 'Ioanna Kementsetsidou')",6.3
The Royal Opera House: Andrea Chenier,2015,tt4411878,Jonathan Haswell,"('Jonas Kaufmann', 'Eva-Maria Westbroek', 'Zeljko Lucic', 'Denyce Graves')",8.2
The Truth,2014,tt3371582,Tony Clarke,"('Simon Lewis Marriott', 'Laurence Saunders', 'Yasmin Murphy', 'Sue Hawkins')",5.1
The Cylinder,2014,tt4079994,L.J. Dougherty,"('Michael Vasicek', 'Cougar Littlefield', 'R.J. Wagner', 'Chantelle Darlena')",7.6
Dear White People,2014,tt2235108,Justin Simien,"('Tyler James Williams', 'Tessa Thompson', 'Kyle Gallner', 'Teyonah Parris')",6.1
Only God Forgives,2013,tt1602613,Nicolas Winding Refn,"('Ryan Gosling', 'Kristin Scott Thomas', 'Vithaya Pansringarm', 'Gordon Brown')",5.7
Hatch,2014,tt6182306,Lisandro Boccacci,"('Lisandro Boccacci', 'Kobi Davis', 'Sean P. Egan', 'Jordan Matlock')",5.9
High Rise Life - The Movie,2012,tt2243361,Mikael Syrén,"('Johan Glans', 'Vanna Rosenberg', 'David Batra', 'Rachel Mohlin')",5.3
The Complex,2012,tt2258751,Josh Spiegel,"('Clay Webb', 'Josh Spiegel', 'James Huffman', 'Melanie Camp')",5.5
Symphonys Target,2012,tt1965128,Ryan Branco,"('Sonia Tyler', 'Ashley Ali J.', 'LaDonna Allison', 'Ryan Branco')",8.1
Nina y Laura,2015,tt3827464,Alejo Crisóstomo,"('Liliana Biamonte', 'Kattia G. Zúñiga', 'Oscar González Chacón', 'Marcela Jarquín')",6.5
Dog Men,2015,tt3686104,Dario Bischofberger,"('Mirko Bischofberger', 'Irmina Kopaczynska', 'Daniel Mulligan', 'Gioacchino Balistreri', 'Urs Althaus')",5.2
To the Hilt,2014,tt2396459,Stole Popov,"('Inti Sraj', 'Sasko Kocev', 'Martin Jordanoski', 'Toni Mihajlovski')",7.3
All Stars,2014,tt3113448,Lance Kinsey,"('Fred Willard', 'Miriam Flynn', 'Logan Kinsey', 'Mike Hagerty')",6.2
Not Today,2013,tt1564870,Jon Van Dyke,"('Cody Anthony', 'Leo Solomon', 'John Schneider', 'Shari Rigby')",5.5
HIV,2014,tt4072374,Mohamed Gamal El-Adl,"('Mohamed Adel Youssef', 'Mohamed Al-Sharnuby', 'Moustafa Mansour', 'Alia Assaf', 'Loubna Younes')",8
Miffy the Movie,2013,tt1690991,Hans Perk,"('Barry Atsma', 'Hanna Verboom', 'Huub van der Lubbe', 'Isa Hoes')",5.9
Spear,2015,tt4844348,Stephen Page,"('Hunter Page-Lochard', 'Aaron Pedersen', 'Djakapurra Munyarryun', 'Waangenga Blanco')",6.3
Mile End,2015,tt3893826,Graham Higgins,"('Alex Humes', 'Mark Arnold', 'Heidi Agerholm Balle', 'Valmike Rampersad')",5.1
Greater Elephant,2012,tt2343537,Srinivas Sunderrajan,"('Hussain Dalal', 'Naveen Kaushik', 'Rajiv Mishra', 'Shreyas Pandit')",5.8
Yeezus,2014,tt14389466,Jediswag,"('Ye',)",6.6
Dracula Now,2015,tt3111066,Ryan C. Sexton,"('Jeanie Craig', 'Darren Lee Cupp', 'David Hennessee', 'Marissa McCloud')",6.8
Melfi,2013,tt3313556,Tareq Melfi,"('Samantha Renée Kelly', 'Jamie Tourigny', 'Darryl Lutz', 'David Schroeder')",8.6
Swine,2012,tt1548021,Daniel Levitch,"('Gregory Lee Kenyon', 'Åsa Wallander', 'Kellsy MacKilligan', 'Alex Rapport')",7.1
Agneepath,2012,tt1849718,Karan Malhotra,"('Hrithik Roshan', 'Priyanka Chopra Jonas', 'Sanjay Dutt', 'Rishi Kapoor')",6.9
The 33rd Wedding,2015,tt4319784,Jed Malone,"('Lily Baafi', 'Gil Balfas', 'Nick Barkyl', 'Gary Brun')",7.9
Evidence,2013,tt1828970,Olatunde Osunsanmi,"('Torrey DeVitto', 'Caitlin Stasey', 'Harry Lennix', 'Stephen Moyer')",5.3
Glitch,2015,tt2520306,Daniel Doherty II,"('Lucas Neff', 'Maiara Walsh', 'Blake Silver', 'Levi Fiehler')",5.5
Home,2013,tt2393825,Jono Oliver,"('Joe Morton', 'Isiah Whitlock Jr.', 'Gbenga Akinnagbe', 'Tawny Cypress')",7.4
Walking with Dinosaurs 3D,2013,tt1762399,Barry Cook,"('Neil Nightingale', 'Charlie Rowe', 'Karl Urban', 'Angourie Rice', 'John Leguizamo')",5.2
Dear Sidewalk,2013,tt2179804,Jake Oelman,"('Joseph Mazzello', 'Michelle Forbes', 'Josh Fadem', 'Davi Jay')",6.5
Enlightened,2015,tt3601848,Ron Scott Smith,"('Adam Ginsberg', 'Morgan Nichols', 'Reanna Armellino', ""Donna O'Rourke"")",6.4
Sin & Illy Still Alive,2015,tt3610312,Maria Hengge,"('Ceci Chuh', 'Cosima Ciupek', 'Ionas Amelung', 'David Bredin')",7.7
Muñecas Rusas,2014,tt4121318,Jurgen Ureña,"('Silvia Alfaro', 'Jeffry Barahona', 'Liliana Biamonte', 'Fernando Bolaños')",7.9
Skum Quixote,2012,tt2349805,Charles Vick Duncan,"('Elena Bantista', 'Ben Noud Barnes', 'Manda Bear', 'Alice Binks')",6
Spring Breakers,2012,tt2101441,Harmony Korine,"('Vanessa Hudgens', 'Selena Gomez', 'Ashley Benson', 'Rachel Korine')",5.3
Just One More,2012,tt2277156,Joseph Wilson,"('Paul Chicoine', 'Ashley Weismantel', 'Bronsy Tansley', 'Ally Perkins')",8.4
Grace Stirs Up Success,2015,tt3733678,Vince Marcello,"('Olivia Rodrigo', 'Virginia Madsen', 'Eloise Webb', 'Caitlin Carmichael')",5.7
Leopard,2013,tt2523872,Eoin Macken,"('Tom Hopper', 'Jack Reynor', 'Eoin Macken', 'Rebecca Night')",5.6
Chronicles of Humanity: Redemption,2015,tt5251806,Damien Valentine,"('Kim Genly', 'Charlie Allen-Wall', 'Mark Meer', 'Elizabeth Gmaz')",7.6
Insubordinados,2014,tt3605842,Edu Felistoque,"('Rodrigo Brassoloto', 'Felipe Kannenberg', 'Sílvia Lourenço')",6.6
Dr Liebenstein,2014,tt2974666,Erik Karl,"('Erik Karl', 'Claire Coppi', 'Kevin Craig Wesley', 'Monica Szaflik')",5.9
Iona,2015,tt4600312,Scott Graham,"('Ruth Negga', 'Douglas Henshall', 'Tom Brooke', 'Michelle Duncan')",5.3
Ruben Guthrie,2015,tt4018492,Brendan Cowell,"('Patrick Brammall', 'Alex Dimitriades', 'Abbey Lee', 'Harriet Dyer')",5.8
Undocumented Executive,2012,tt2089847,Brian Kosisky,"('Tony Guerrero', 'Kenny Alfonso', 'Rose Bianco', 'Michael H. Cole')",7.3
Hellhounds,2013,tt2943990,Eric Widing,"('Sonny Burnette', 'Rachel Carter', 'Joshua Collins', 'Joni Durian')",7.1
Neighbors,2014,tt2004420,Nicholas Stoller,"('Seth Rogen', 'Rose Byrne', 'Zac Efron', 'Lisa Kudrow')",6.3
The 10 Year Plan,2014,tt3239442,J.C. Calciano,"('Jack Turner', 'Michael Adam Hamilton', 'Teri Reeves', 'Moronai Kanekoa')",6.1
I Remember You,2015,tt2654522,Claudia Sparrow,"('Stefanie Butler', 'Joe Egender', 'Jordan Monaghan', 'Billy Evans')",5.6
At the Maple Grove,2014,tt3252178,Christopher Zatta,"('Matt Micucci', 'Chip Godwin', 'Don Scribner', 'Marielle Vigneau-Britt')",8.3
Forgive Me Father,2015,tt4419500,Gloria A. Downey,"('Toby Denver Clark', 'Aaron Faris', 'Andrea Walker', ""Lee O'Brian"")",9.2
Colourful & Impossible,2015,tt4276890,Mathew J. Wilkinson,"('Scott Whitecross', 'Jonny Haselam', 'Akira Matsumoto', 'Saya Minami')",5.5
Twin Peaks: The Missing Pieces,2014,tt5334704,David Lynch,"('Chris Isaak', 'Kiefer Sutherland', 'C.H. Evans', 'Sandra Kinder')",7.6
Grave of the Zombie Antelope,2013,tt3188516,A.D. Gerhardt,"('Lynette Zumo', 'Tyler Kodet', 'Rebecca Cornwallis', 'Tiffany Bishop')",5.8
The Woods,2014,tt3961536,Abram Hammer,"('Joe Edwards', 'Tom Upjohn', 'Antonio Campelli', 'Steve Larson')",5.7
Show Pieces,2014,tt8008606,Mitch Jenkins,"('Luli Blue', 'Boykitten', 'Andrew Buckley', ""Darrell D'Silva"")",6.8
Reunion,2015,tt2748630,Shawn Chou,"('Maria Olsen', 'Jack Turner', 'Sarah Schreiber', 'Cara Santana')",5.7
Weak Heart Drop,2015,tt2318972,Alex Ross,"('Leonie Charlotte Adam', 'Martin Berghammer', 'Claudia De Serpa Soares', 'Ian T. Dickinson')",8.5
Gold Fools,2012,tt2265088,Travis Cluff,"('Kalos Cluff', 'Travis Cluff', 'Vince Cosentino', 'Chase Ford')",7.4
Valley of the Demon,2014,tt2649528,Rhodri Jones,"('Samuel Bees', 'Ben Bennett', 'Ashleigh Bull', 'Iori Chin')",5.3
The Ones Below,2015,tt4126438,David Farr,"('Clémence Poésy', 'David Morrissey', 'Stephen Campbell Moore', 'Laura Birn')",6.1
The Sinners,2012,tt2338337,Faramarz Gharibian,"('Mohsen Afshani', ""Siamak Ash'arioon"", 'Hooman Barghnavard', 'Siavash Cheraghi Pour')",5.7
Daddy,2015,tt3522530,Gerald McCullouch,"('Gerald McCullouch', 'Dan Via', 'Jaime Cepero', 'Tamlyn Tomita')",5.6
Kingsman: The Secret Service,2014,tt2802144,Matthew Vaughn,"('Colin Firth', 'Taron Egerton', 'Samuel L. Jackson', 'Michael Caine')",7.7
Extraterrestrial,2014,tt2960930,Colin Minihan,"('Brittany Allen', 'Freddie Stroma', 'Jesse Moss', 'Anja Savcic')",5
The Lawful Truth,2014,tt2452452,Mollie Fitzgerald,"('Joe Johnston', 'Carrie Lazar', 'Dayna Schaaf', 'Åsa Wallander')",8.8
"Grow Up, Tony Phillips",2013,tt2630096,Emily Hagins,"('Tony Vespe', 'AJ Bowen', 'Katie Folger', 'Devin Bonnée')",6.6
Some Kind of Beautiful,2014,tt1725986,Tom Vaughan,"('Pierce Brosnan', 'Salma Hayek', 'Jessica Alba', 'Malcolm McDowell')",5.7
Troubled Child,2012,tt1879066,Jolene Adams,"('Andy Scott Harris', 'Leslie Stevens', 'Carlton Wilborn', 'Patrick J. Nicolas')",5.4
American Express Unstaged: Ellie Goulding,2015,tt5176560,Alex Coletti,"('Scarlett Johansson', 'Ellie Goulding')",8.5
Tiger Eyes,2012,tt1748260,Lawrence Blume,"('Willa Holland', 'Amy Jo Johnson', 'Gwen Goldsmith', 'Lucien Dale')",6.3
From Leicester to Hollywood,2014,tt1594903,Rhys Davies,"('Christopher J. Herbert', 'Olwen Davies', 'James Murton', 'Douglas Cubin')",7.8
Detective Conan: The Sniper from Another Dimension,2014,tt3455204,Kôbun Shizuno,"('Minami Takayama', 'Kappei Yamaguchi', 'Wakana Yamazaki', 'Rikiya Koyama')",6.7
Steel,2015,tt3588082,Sven J. Matten,"('Chad Connell', 'David Cameron', 'Mimi Kuzyk', 'Tamara Gorski')",5.5
For Those Whose God Is Dead,2013,tt3429398,Lemohang Jeremiah Mosese,"('Malte Steiner', 'Hermina Fátyol', 'Christian Harting', 'Joachim Paul Assböck')",5.9
Gore Orphanage,2015,tt3831242,Emily Lapisardi,"('Maria Olsen', 'Bill Townsend', 'Emma Smith', 'Keri Maletto')",5.5
Baggage Claim,2013,tt1171222,David E. Talbert,"('Paula Patton', 'Taye Diggs', 'Jill Scott', 'Djimon Hounsou')",5.1
Ponchao,2013,tt3079046,Josh Crook,"('Manny Perez', 'Karina Larrauri', 'Jochy Santos', 'Raul Placido')",6.1
Good Vibrations,2012,tt1920945,Lisa Barros D'Sa,"('Glenn Leyburn', 'Cathal Maguire', 'Peter Kelly', 'Charlie Berkeley', 'Jack Carberry')",7.2
bestefreunde,2014,tt3604582,Jonas Grosch,"('Carlos Val', 'Katharina Wackernagel', 'Sebastian Schwarz', 'Tina Amon Amonsen', 'Niels Bormann')",6.2
The Convenient Job,2015,tt3562796,Daniel Robbins,"('Mark H. Rapaport', 'Looch Gelfand', 'Rob Robbins', 'Zack Weiner')",6.5
Full Contact,2015,tt3702720,David Verbeek,"('Grégoire Colin', 'Lizzie Brocheré', 'Slimane Dazi', 'Alain Blazevic')",5.6
Angels,2014,tt3788918,Jean Markose,"('Indrajith Sukumaran', 'Joy Mathew', 'Asha Sharath', 'Lakshmi Priyaa Chandramouli')",6.1
Oração do Amor Selvagem,2015,tt3753384,Chico Faganello,"('Camilla Araújo', 'Georgina Castro', 'Sandra Corveloni', 'Chico Díaz')",7.4
186 Dollars to Freedom,2012,tt1652361,Camilo Vila,"('John Robinson', 'Michael DeLorenzo', 'Alex Meraz', 'Johnny Lewis')",5.2
Across the Line,2015,tt4295258,Director X.,"('Stephan James', 'Sarah Jeffery', 'Steven Love', 'Lanette Ware')",5.3
Serena the Sexplorer,2015,tt2780216,Steve Goldenberg,"('Melissa Jacobs', 'Billy Chappell', 'Nicki Blue', 'TJ Cummings')",6.2
Camp Takota,2014,tt3097084,Chris Riedell,"('Nick Riedell', 'Grace Helbig', 'Mamrie Hart', 'Chester See', 'Hannah Hart')",6.6
Tongue,2014,tt9190048,Osayande Agbontaen,"('Zack Orji', 'Tuvi James', 'Josephine Agbonmwanre', 'Legemah Henry')",6.4
Dubrovskiy,2014,tt3298690,Kirill Mikhanovsky,"('Aleksandr Vartanov', 'Danila Kozlovskiy', 'Klavdiya Korshunova', 'Yuriy Tsurilo', 'Igor Gordin')",5.1
The Dressmaker,2015,tt2910904,Jocelyn Moorhouse,"('Kate Winslet', 'Judy Davis', 'Liam Hemsworth', 'Hugo Weaving')",7
The Last of the Great Romantics,2014,tt3249660,Duncan Skiles,"('Keith Hodge', 'Kevin Hodge', 'Skyler Joy', 'Kumail Nanjiani')",7
Resolution,2012,tt2290617,Paul David Anthony,"('Paul David Anthony', 'Kim A. Scofield', 'Ben Kriskey', 'Will Mathews')",5.9
Sabotage,2014,tt1742334,David Ayer,"('Arnold Schwarzenegger', 'Sam Worthington', 'Terrence Howard', 'Olivia Williams')",5.7
Hanky Code: The Movie,2015,tt4803104,Alex Albers,"('Siobhan Aluvalot', 'Malic Amalya', 'Andre Azevedo', 'Neve Be', 'Ilona Berger', 'Austin Boe', 'Katie Bush', 'Violette Dentata', 'Demian DinéYazhi', 'Anatomically Incorrect Doll', 'Ivy Dykes', 'Margarita Femmeinista', 'Lisa Ganser', 'Ashley George', 'Stéphane Gérard', 'Nathan Hill', 'Kico Le Strange', 'Ricky Lee', 'Kolmel W. Love', 'Jamie Manzi', 'Jacqueline Mary', 'Gentry McShane', 'Lorin Murphy', 'Lex Non Scripta', ""M. O'Herlihy"", 'Moon Ray Ra', 'Nikki Silver', 'Caitlin Rose Sweet', 'Courtney Trouble', 'Char Vortryss', 'Marie Walz')",6.9
I Am Not a Hipster,2012,tt2091318,Destin Daniel Cretton,"('Dominic Bogart', 'Alvaro Orlando', 'Tammy Minoff', 'Lauren Coleman')",6.6
Boys Behind Bars 3,2015,tt3800016,Jason Impey,"('Wade Radford', 'Wade Radford', 'Honey Bane', 'Renee Maddox', 'Debra Chant')",5.2
The Do-Deca-Pentathlon,2012,tt0811137,Jay Duplass,"('Mark Duplass', 'Mark Kelly', 'Steve Zissis', 'Jennifer Lafleur', 'Julie Vorus')",5.9
Life of Crime,2013,tt1663207,Daniel Schechter,"('Jennifer Aniston', 'Yasiin Bey', 'Isla Fisher', 'Will Forte')",5.8
La tumba de Bruce Lee,2013,tt2998150,Julián Génisson,"('Lorena Iglesias', 'Aaron Rux', 'Julián Génisson', 'Lorena Iglesias', 'Aaron Rux', 'Pilar Barrios')",5.1
The Rebound,2012,tt3090082,Wesley Knodel,"('Marc Bowers', 'Nicki Colling', 'Megan Davis', 'Tomasz Drezek')",6.3
Doctor Faustus,2012,tt2476682,Matthew Dunster,"('Ian Russell', 'Charlotte Broom', 'Michael Camp', 'Richard Clews', 'Nigel Cooke')",8.1
Red Sky,2013,tt3396636,Patrick Michael Ryder,"('Kevin Allen', 'Alex Brock', 'Robert Burford', 'Victoria Delaney')",5.4
Palo Alto,2013,tt2479800,Gia Coppola,"('Emma Roberts', 'James Franco', 'Jack Kilmer', 'Zoe Levin')",6.2
"Yes, We're Open",2012,tt1934483,Richard Wong,"('Lynn Chen', 'Parry Shen', 'Sheetal Sheth', 'Kerry McCrohan')",6.3
Tales of Everyday Magic,2012,tt1916735,Michael A. Goorjian,"('Xander Berkeley', 'Patrick Fabian', 'Dale Dickey', 'Wayne Dyer')",7
The Sister,2012,tt2512866,Christopher M. Carter,"('Rachel Shatto', 'Connor Patrick Griffin', 'Christopher M. Carter', 'Heather DiPietro')",7.3
As I Lay Dying,2013,tt1807944,William Faulkner,"('James Franco', 'James Franco', 'Tim Blake Nelson', 'Jim Parrack', ""Ahna O'Reilly"")",5.3
Jack Ryan: Shadow Recruit,2014,tt1205537,Kenneth Branagh,"('Chris Pine', 'Kevin Costner', 'Keira Knightley', 'Kenneth Branagh')",6.2
Eryka's Eyes,2014,tt3025068,Bruno Lazaro,"('Ingrid García Jonsson', 'Fernando Tielve', 'Carlos Camino', 'Alexander Biggie')",7.8
Mountains May Depart,2015,tt3740778,Zhangke Jia,"('Tao Zhao', 'Yi Zhang', 'Jing Dong Liang', 'Zijian Dong')",6.9
Drown,2015,tt2241750,Dean Francis,"('Matt Levett', 'Maya Stange', 'Jack Matthews', 'Harry Cook')",5.6
This Is Happening,2015,tt3838634,Ryan Jaffe,"('James Wolk', 'Mickey Sumner', 'Rene Auberjonois', 'Judd Nelson')",5.8
Dead Body Welcome,2013,tt3250070,Kees Brienen,"('Pala Bhutia', 'Kees Brienen', 'Naresh Choowdri', 'Raul Langa')",7.5
Blackbird,2012,tt2077721,Jason Buxton,"('Connor Jessup', 'Alexia Fast', 'Michael Buie', 'Alex Ozerov-Meyer')",7
100 Bloody Acres,2012,tt2290065,Cameron Cairnes,"('Colin Cairnes', 'Oliver Ackland', 'Paul Blackwell', 'Ward Everaardt', 'Iain Herridge')",6
Collapse,2013,tt3179218,Dave McCormick,"('Thomas Hall', 'Katie Jones', 'Aaron McCormick', 'Kale McCormick')",5.9
Iron Sky,2012,tt1034314,Timo Vuorensola,"('Julia Dietze', 'Christopher Kirby', 'Götz Otto', 'Udo Kier')",5.9
Boonie Bears: A Mystical Winter,2015,tt4412240,Leon Ding,"('Fuyuan Liu', 'Jenny Ansell', 'Rick Jay Glen', 'Ethan Kiely', 'Siobhan Lumsden')",5.1
Double Booked,2014,tt2553134,Neil Webb,"('Neil Webb', 'Ali Webb', 'Cody Sparshu', 'John Webb')",5.7
Red Sky: Candidate 5238,2015,tt3747512,Stewart Marshall,"('Rohan Mirchandaney', 'Antonios Baxevanidis', 'Axle Gunn', 'Cris Cochrane')",5.8
Little Feet,2013,tt3120916,Alexandre Rockwell,"('Lana Rockwell', 'Nico Rockwell', 'Rene Cuante-Bautista', 'Olinga Bolden')",6.5
Thomas & Friends: Blue Mountain Mystery,2012,tt2213346,Greg Tiernan,"('Michael Angelis', 'Michael Brandon', 'David Bedella', 'Jules de Jongh')",6.4
The Guilt Trip,2012,tt1694020,Anne Fletcher,"('Barbra Streisand', 'Seth Rogen', 'Julene Renee', 'Zabryna Guevara')",5.8
Moonrise Kingdom,2012,tt1748122,Wes Anderson,"('Jared Gilman', 'Kara Hayward', 'Bruce Willis', 'Bill Murray')",7.8
Jump In: The Movie,2013,tt2543824,Kimberly Conner,"('Dingani Beza', 'Sheree Bynum', 'Thea Camara', 'Michael Higgenbottom')",7
Australiens,2014,tt2220034,Joe Bauer,"('Rita Artmann', 'Tamara McLaughlin', 'Lawrence Silver', 'Doug Hatch')",5.3
Different Drum,2013,tt3097128,Kevin Chenault,"('Isabella Devoy', 'Joseph Dodd', 'Zach Zint')",6.3
Eel,2014,tt2546132,James Kaelan,"('Brennan Best', 'Nathalie Biermanns', 'Ty Foster', 'Sina J. Henrie')",7.3
Sodium Party,2013,tt1773690,Michael McCudden,"('Slaine Kelly', 'James Corscadden', 'Marian Rose', 'Melissa Nolan')",5.4
Louder Than Words,2013,tt1641401,Anthony Fabian,"('Hope Davis', 'Craig Bierko', 'David Duchovny', 'Adelaide Kane')",6
In the Absence of the Sun,2014,tt3793526,Lucky Kuswandi,"('Paul Agusta', 'Marissa Anita', 'Ina Panggabean', 'Dira Sugandi')",7.4
Ghosts,2014,tt3919118,Robert Delamere,"('Lesley Manville', 'Jack Lowden', 'Adam Kotz', 'Charlene McKenna')",8.2
6 Bullets,2012,tt1975249,Ernie Barbarash,"('Jean-Claude Van Damme', 'Joe Flanigan', 'Anna-Louise Plowman', 'Charlotte Beaumont')",6
Norte Estrecho,2015,tt2656420,Omar L. Villarroel,"('Carmen Salinas', 'Luis Bredow', 'Pablo Fernandez', 'Jorge A. Jimenez')",6
The 33,2015,tt2006295,Patricia Riggen,"('Antonio Banderas', 'Rodrigo Santoro', 'Juliette Binoche', 'James Brolin')",6.9
Mutual Friends,2013,tt2112209,Matthew Watts,"('Caitlin FitzGerald', 'Cheyenne Jackson', 'Peter Scanavino', 'Michael Stahl-David')",6.4
600 Miles,2015,tt3685622,Gabriel Ripstein,"('Tim Roth', 'Kristyan Ferrer', 'Mónica Del Carmen', 'Noé Hernández')",5.4
Giving Up The Ghost,2015,tt4039646,Patricia Guerra Ovín,"('Mark Arnold', 'Dominic Dwyer', 'Maggie Edmonston', 'Tracy Gabbitas')",8.8
Terminator Genisys,2015,tt1340138,Alan Taylor,"('Arnold Schwarzenegger', 'Jason Clarke', 'Emilia Clarke', 'Jai Courtney')",6.3
War of the Worlds: Goliath,2012,tt2320924,Joe Pearson,"('Adam Baldwin', 'Beau Billingslea', 'Kim Buckingham', 'Jim Byrnes')",5.4
Horror Shorts Volume 1,2013,tt2767352,Shane Free,"('Hoyoung Im', 'Victor Jaquier', 'Richard Karpala', 'Norman E. Magden', 'Kevin McGuiness', 'Céline Bolomey', 'Taurean Cavins-Flores', 'Colin Collet', 'Aric Cushing')",7.3
Horizon Beautiful,2013,tt2363250,Stefan Jäger,"('Shitaye Abraha', 'Alemayehu', 'Mamush Alemayheu', 'Kenny Allen')",6
The Old Winter,2014,tt2861636,John A. Coulter,"('Thomas Clark', 'John Wells', 'Sebrina Scott', 'Katie Jordan')",7.3
The Nowhere Son,2013,tt2069956,San Banarje,"('Soumitra Chatterjee', 'San Banarje', 'Trisha Ray', 'Biswajit Chakraborty')",7.9
Macbeth,2013,tt3233718,Rob Ashford,"('Tim Van Someren', 'David Annen', 'Andy Apollo', 'Elliot Balchin', 'Nari Blair-Mangat')",7.9
Autumn's End,2015,tt4599860,Jerry J. White III,"('Raymond Creamer', 'Callie Ott', 'Schell M. Peterson', 'Chris Oliver')",5.8
Autumn Wanderer,2013,tt2426266,Nathan Sutton,"('Nathan Sutton', 'Elisha Skorman', 'Michael Mosley', 'Julie Mond')",6.5
Chu and Blossom,2014,tt2339064,Charles Chu,"('Gavin Kelly', 'Charles Chu', ""Ryan O'Nan"", 'Christopher Rodriguez Marquette', 'Woon Soon K. Hunt')",6.2
Dayom Panthrandum,2014,tt4165394,Harshad,"('Abu', 'Ukru', 'ManishAcharya', 'Lukman Avaran')",6.1
In the Void,2013,tt1773496,Carlos Osorio,"('Elena Torres', 'Milo Benigno', 'German Leonne', 'Zack Ward')",7.3
Winter's Kill,2012,tt2297067,Dylan J. Freedman,"('Ryan L. Johnson', 'Dylan J. Freedman', 'Don Hill', 'Riley Gustafson', 'Paul Schermerhorn')",7.7
Kelly & Cal,2014,tt3082826,Jen McGowan,"('Juliette Lewis', 'Jonny Weston', 'Josh Hopkins', 'Cybill Shepherd')",6.2
The Life and Death of an Unhappily Married Man,2015,tt3549788,Josh Hope,"('Rusty Schwimmer', 'Robyn Coffin', 'Tom Downing', ""Clare O'Connor"")",5.9
More to Love,2014,tt3130394,Roger Melvin,"('Tichina Arnold', 'Rockmond Dunbar', 'Brely Evans', 'Big Gipp')",5.5
Deliver Us from Evil,2014,tt2377322,Scott Derrickson,"('Eric Bana', 'Edgar Ramírez', 'Olivia Munn', 'Chris Coy')",6.2
Ghosts of Empire Prairie,2013,tt2252428,Blake Eckard,"('Ryan Harper Gray', 'Frank Mosley', 'Arianne Martin', 'Jon Jost')",9
Timbuktu,2014,tt3409392,Abderrahmane Sissako,"('Ibrahim Ahmed', 'Abel Jafri', 'Toulou Kiki', 'Layla Walet Mohamed')",7.1
Home Sweet Hell,2015,tt2802136,Anthony Burns,"('Katherine Heigl', 'Patrick Wilson', 'Madison Wolfe', 'Aiden Flowers')",5.5
Who's Afraid of Vagina Wolf?,2013,tt1992278,Anna Margarita Albelo,"('Anna Margarita Albelo', 'Guinevere Turner', 'Janina Gavankar', 'Agnes Albright')",5.5
The Awakening,2014,tt3599496,Kelly Weaver,"('Rayne Aldous', 'Chelsi Archambeau', 'Jessica Baier', 'Kelly Balagurchik')",9.8
Two Wrongs,2015,tt4500196,Schelle Purcell,"('Katrina Ackerman', 'Lauren Ackerman', 'Clara Addison', 'Trenton Addison-Brown')",7.3
Under the Weight of Clouds,2012,tt2224520,Martijn Maria Smits,"('Golda de Leon', 'Valentijn Dhaenens', 'Juda Goslinga', 'Tanja Otolski')",7.9
Awakening,2014,tt3244888,Evie Marie Warner,"('Ali Ferda', 'Titus Young Wolverton', 'John Bradley Hambrick', 'Madison Hart')",6
Hilda,2014,tt2211718,Andres Clariond,"('Marco Antonio Aguirre', 'Fernando Becerril', 'Mehmet Sah Celik', 'Anna Cetti')",6.4
Timespace,2014,tt3508244,Daniel Ziegler,"('Bryan Raiton', 'Jessica Mirl', 'Ben Miller', 'Sarah France')",5.1
Material,2012,tt1899240,Craig Freimond,"('Riaad Moosa', 'Vincent Ebrahim', 'Joey Rasdien', 'Denise Newman')",7.1
Lucky Stiff,2014,tt2404593,Christopher Ashley,"('Dominic Marsh', 'Nikki M. James', 'Pamela Shaw', 'Jason Alexander')",5.4
