Title,Year,Movie ID,Director,Stars,Votes
The Kovak Box,2006,tt0455584,Daniel Monzón,"('Timothy Hutton', 'Lucía Jiménez', 'David Kelly', 'Georgia Mackenzie')",5.8
Dreaming on Christmas,2005,tt0462263,Spencer Jay Kim,"('Liz DuChez', 'Spencer Jay Kim', 'Danny Trejo', 'Nick Mancuso')",8.8
Hard Pill,2005,tt0443530,John Baumgartner,"('Jonathan Slavin', 'Scotch Ellis Loring', 'Susan Slome', 'Mike Begovich')",6.5
Rendition,2007,tt0804522,Gavin Hood,"('Reese Witherspoon', 'Jake Gyllenhaal', 'Peter Sarsgaard', 'Alan Arkin')",6.8
Not Quite Right,2005,tt0438285,Philip Schaff,"('Corey Schaffer', 'Philip Schaff', 'Craig Hennon', 'Stephen Bowman')",7.4
3 Days Blind,2009,tt1261411,Clete Keith,"('Rad Daly', 'Regan Burns', 'Christy Reese', 'Bret Anthony')",6.7
The Convert,2008,tt1342842,Muhammet Gucenmez,"('Bridie Latona', 'Akin Gazi', 'Robert Reina', 'Lorna Bennett')",7.7
Legendary Assassin,2008,tt1236370,Chung-Chi Li,"('Jing Wu', 'Jing Wu', 'Celina Jade', 'Kara Wai', 'Zhanwen Kou')",6.1
Death Without Consent,2007,tt0442084,Vera Chawla,"('Chad Doreck', 'Sonya Vaswani', 'Nina Merchant', 'Pawel Szajda')",6.3
The Death of Michael Smith,2006,tt0883362,Daniel Casey,"('Chris Moller', 'Sebastian Galasso', 'Michael Mili', 'Fox Valade')",7.2
White Lightnin',2009,tt1034419,Dominic Murphy,"('Muse Watson', 'Carrie Fisher', 'Wallace Merck', 'Stephanie Astalos-Jones')",7
Lake Tahoe,2008,tt1101675,Fernando Eimbcke,"('Diego Cataño', 'Hector Herrera', 'Daniela Valentine', 'Juan Carlos Lara II')",6.6
Eating Out 2: Sloppy Seconds,2006,tt0795376,Phillip J. Bartell,"('Jim Verraros', 'Emily Brooke Hands', 'Rebekah Kochan', 'Brett Chukerman')",6.2
Seeking Wellness: Suffering Through Four Movements,2008,tt1313257,Dan Schneidkraut,"('Eric Steil', 'Libby Fiegl', 'Nicholas Ryan', 'Paul von Stoetzel')",7.7
Medvezhya okhota,2007,tt3095268,Valeriy Nikolaev,"('Valeriy Nikolaev', 'Vasiliy Livanov', 'Emmanuil Vitorgan', 'Steven Berkoff')",5.2
Lions for Lambs,2007,tt0891527,Robert Redford,"('Tom Cruise', 'Meryl Streep', 'Robert Redford', 'Michael Peña')",6.2
Lakeview Terrace,2008,tt0947802,Neil LaBute,"('Samuel L. Jackson', 'Patrick Wilson', 'Kerry Washington', 'Ron Glass')",6.2
Youth in Revolt,2009,tt0403702,Miguel Arteta,"('Michael Cera', 'Portia Doubleday', 'Jean Smart', 'Zach Galifianakis')",6.4
Hunting Season,2007,tt1092271,Nathan Wrann,"('Tenzin Namdol', 'Michael Wrann', 'Annunziata Rigoli', 'Patrick Beck')",5
Going Straight,2005,tt0466810,Kelly Abbott,"('Vince Fesalbon', 'Zane Gregory', 'Kevin Malin', 'Peter Ross Stephens', 'Hallie Shepherd', 'Jason Seitz', 'Greg Barnett')",5.3
Out on Parole,2009,tt1442308,Derek Alan Rowe,"('Michael Sapp', 'Arthur L. Braddy III', 'Dawntavia Bullard', 'Andrew Reid')",8.7
The Hole,2009,tt1085779,Joe Dante,"('Chris Massoglia', 'Haley Bennett', 'Nathan Gamble', 'Teri Polo')",5.7
The Second Chance,2006,tt0429068,Steve Taylor,"('Michael W. Smith', 'Jeff Obafemi Carr', 'J. Don Ferguson', 'Lisa Arrindell')",6.4
Siblings,2009,tt1342940,Michael Monks,"('Will Hurst', 'Robert Lawson Gordon', 'Brooke Josephson', 'Melissa Voss')",6.6
Adam Resurrected,2008,tt0479341,Paul Schrader,"('Jeff Goldblum', 'Willem Dafoe', 'Cristian Motiu', 'Derek Jacobi')",6.2
The Tumbler,2008,tt0846111,Marc Gracie,"('Gary Sweet', 'Louise Crawford', 'Hazem Shammas', 'Suzannah Bayes-Morton')",5.9
Noodle,2007,tt0892332,Ayelet Menahemi,"('Mili Avital', 'BaoQi Chen', 'Alon Aboutboul', 'Sinaya Ben-Dor')",7.4
Teenage Dirtbag,2009,tt1091207,Regina Crosby,"('Scott Michael Foster', 'Noa Hegesh', 'Chris Ellis', 'Michael Bradley')",6.9
"So Long, Lonesome",2009,tt1569953,Cameron Beyl,"('Patrick Carlyle', 'Nadine Nicole', 'Mike Bash', 'Sarah Baldwin')",7
Stand Up,2007,tt0846732,Michael Rainin,"('Max Alexander', 'Aesop Aquarian', 'Janette Barber', 'Joanne Baron')",5.8
Quiet Chaos,2008,tt0929412,Antonello Grimaldi,"('Nanni Moretti', 'Valeria Golino', 'Isabella Ferrari', 'Alessandro Gassmann')",6.9
Diggers,2006,tt0469897,Katherine Dieckmann,"('Paul Rudd', 'Ken Marino', 'Maura Tierney', 'Ron Eldard')",6.3
License to Wed,2007,tt0762114,Ken Kwapis,"('Mandy Moore', 'John Krasinski', 'Robin Williams', 'Eric Christian Olsen')",5.2
Zibahkhana,2007,tt0887973,Omar Khan,"('Kunwar Ali Roshan', 'Rooshanie Ejaz', 'Rubya Chaudhry', 'Haider Raza')",5.3
Pipeline,2007,tt0468534,Jordan Alan,"('Jason Momoa', 'Amanda Righetti', 'Kalani Robb', 'Makua Rothman')",7.2
S'kali,2006,tt0857401,Ari Abraham,"('Yasmin Ahmad', 'Davina Goh', 'Jayaram Nagaraj', 'Derek Ong')",7.2
Touching Down,2005,tt0454966,Chris King,"('Sarah Lewis', 'Win De Lugo', 'Darren Robertson', 'Robert DeLillo')",9.2
Bodyguards and Assassins,2009,tt1403130,Teddy Chan,"('Xueqi Wang', 'Tony Ka Fai Leung', 'Jun Hu', 'Po-Chieh Wang')",6.8
Nun of That,2008,tt1385949,Richard Griffin,"('Sarah Nicklin', 'Alexandra Cipolla', 'Shanette Wilson', 'Ruth Mahala Sullivan')",5
Rosencrantz and Guildenstern Are Undead,2009,tt1122775,Jordan Galland,"('Jake Hoffman', 'Devon Aoki', 'John Ventimiglia', 'Kris Lemche')",5
The Dark,2005,tt0411267,John Fawcett,"('Sean Bean', 'Maria Bello', 'Sophie Stuckey', 'Abigail Stone')",5.3
Rough Around the Edges,2009,tt1207750,Jim Dickinson,"('Zahir Ahmed', 'Julia Amer', 'Carrie-Anne Barrett', 'Rafiq Butt')",7.9
Hell's Drifter,2009,tt1329363,Peter Bergin,"('Noel Aungier', 'Austin Prior', 'Siobhan Lam', ""Robert O'Brien"")",6.8
Matchmaker Mary,2008,tt1239257,Tom Whitus,"('Jeff Fahey', 'Katherine McNamara', 'Jilanne Marie Klaus', 'Jon Daugharthy')",6.5
Brothers of the Head,2005,tt0432260,Keith Fulton,"('Louis Pepe', 'Luke Treadaway', 'Harry Treadaway', 'Jonathan Pryce', 'John Simm')",6.2
The Phobic,2006,tt0822845,Margo Romero,"('Courtney Gains', 'Juliette Marquis', 'Eric Millegan', 'Silas Weir Mitchell')",7
Kayfabe,2007,tt1104079,Michael Raven,"('Michael Scully', 'Pete Smith', 'Erin Boyes', 'Christine Buhr', 'Mandy Cheng', 'Moni El Batrik')",6.9
Becoming Pony Boi,2009,tt1316034,Sergio Myers,"('Sergio Myers', 'Amy Weber', 'Beate Antares', 'Rita Besikof')",7
The Importance of Being Russell,2006,tt1034036,Sean Plemmons,"('Justin Birman', 'Nick Canterucci', 'James Clark', 'Chad R. Davis')",5.2
A Drop of the Pure,2009,tt1487069,Peter Vickers,"('Chris Ryden', 'Louise Marie Kerr', 'Dave MacRae', 'George Borowski')",8.5
Mia Sarah,2006,tt0475659,Gustavo Ron,"('Daniel Guzmán', 'Manuel Lozano', 'Fernando Fernán Gómez', 'Verónica Sánchez')",6.2
Dixie Dynamite,2009,tt1508662,Bob Clark,"('Russell Buchanan', 'Slique Callahan', 'George Faughnan', 'Mimi Gentry')",6.7
Body in a Dumpster,2008,tt1240906,Kristian Day,"('Kimberly Caydle', 'Barron Christian', 'Todd Countryman', 'Kristian Day')",6.5
Bildwerfer - Die 11 Stufen des Helden,2008,tt1329314,Reinhard Koller-Astleithner,"('Reinhard Koller-Astleithner', 'Wolfgang Muhr', 'Christian Penkler')",9.1
The Last Hit,2005,tt0426077,Neil Coombs,"('Grace Kosaka', 'Frank S. Alonzi', 'Larry Bain', 'Jessica Bannon')",6.3
A Serious Man,2009,tt1019452,Ethan Coen,"('Joel Coen', 'Michael Stuhlbarg', 'Richard Kind', 'Sari Lennick', 'Fred Melamed')",7
Ronin Boys,2005,tt0439789,Ole Schell,"('Danton Mew', 'Cliff Tang', 'Allen Theosky Rowe', 'Owen Thomas')",6
Em,2008,tt0993755,Tony Barbieri,"('Nathan Wetherington', 'Stef Willen', 'Jenny Gabrielle', 'Sean Kaysen')",6.5
The School That Roared,2009,tt1588892,Andrew Walkington,"('Tom Bradbury', 'Todd Carty', 'Phil Cool', 'Jordan Dawes')",5
Craving,2008,tt3523572,Christian Edwards,"('Steve Garry', 'Julie Gilmour', 'Mark Grinham', 'Jason Impey')",7.3
Hostel: Part II,2007,tt0498353,Eli Roth,"('Lauren German', 'Heather Matarazzo', 'Bijou Phillips', 'Roger Bart')",5.5
Best Served Cold,2008,tt1362177,Ewen Wright,"('Ewen Wright', 'Peter Kalmes', 'Laurel Butler', 'Steven Trujillo')",5
Damon,2006,tt0808214,Eric Richardson-Hagans,"('Akim Black', 'Guile Branco', 'Nedra Marie Taylor', 'Tiwana Floyd')",6.3
Manual,2006,tt0846031,Garth Donovan,"('Savann Donovan', 'Garth Donovan', 'Michael Leo Judge', 'Nancy Cappacio')",6.9
Burlesque Fairytales,2009,tt1067104,Susan Luciani,"('Benedict Cumberbatch', 'Lindsay Duncan', 'Jim Carter', 'Sophie Hunter')",5.8
The Wild Blue Yonder,2005,tt0443693,Werner Herzog,"('Brad Dourif', 'Donald Williams', 'Ellen Baker', 'Franklin Chang-Diaz')",6.1
28 Weeks Later,2007,tt0463854,Juan Carlos Fresnadillo,"('Jeremy Renner', 'Rose Byrne', 'Robert Carlyle', 'Harold Perrineau')",6.9
The Horrible Flowers,2006,tt0469102,Eric Tretbar,"('Emily Cline', 'Scott Michael Foster', 'Rena Owen', 'Ozzy Benn')",7.4
Port City,2009,tt1265619,Andy Brown,"('Matt Lutz', 'Micah Shane Ballinger', 'Jodie Sweetin', 'Natalie Canerday')",7.5
Turquoise Rose,2007,tt1563689,Travis Holt Hamilton,"('Deshava Apachee', 'Donavon G. Barney', 'Ethel Begay', 'Kathleen Benner')",7.7
A French Gigolo,2008,tt1091992,Josiane Balasko,"('Nathalie Baye', 'Éric Caravaca', 'Isabelle Carré', 'Josiane Balasko')",6
Parasomnia,2008,tt0922547,William Malone,"('Sean Young', 'Patrick Kilpatrick', 'Dylan M. McKnight', 'Cherilyn Wilson')",5.1
Trees Grow Tall and Then They Fall,2005,tt0463033,Tim Everitt,"('Sarah Aldrich', 'Dave Bushnell', 'Stephen Dean', 'Katherine Everitt')",5.8
Wheel of Knowing: A Story of Hope,2008,tt1273244,Ben Barber,"('Michael Sewell', 'Melanie Baker', 'Frank Borgia', 'Lacey Nycole', 'Benjamen Toth')",7.2
The Fine Art of Love: Mine Ha-Ha,2005,tt0425186,John Irvin,"('Jacqueline Bisset', 'Hannah Taylor Gordon', 'Natalia Tena', 'Anna Maguire')",5.5
The Chinese Room,2008,tt1326199,Nathan Rulf,"('J.J. Gould', 'Kevyn Settle', 'Timothy Aldrich', 'Kelly Manion')",7.6
Eagle vs Shark,2007,tt0494222,Taika Waititi,"('Loren Taylor', 'Jemaine Clement', 'Craig Hall', 'Joel Tobeck')",6.7
Fay Grim,2006,tt0444628,Hal Hartley,"('Parker Posey', 'Jeff Goldblum', 'Liam Aiken', 'D.J. Mendel')",6.1
The Road to Nod,2007,tt1213128,M.A. Littler,"('Delaney Davidson', 'Dominique Noiret', 'Beatman', 'Chris Hughes')",5.9
The Farm,2009,tt1424863,Dáire McNab,"('Louise Cargin', 'Phyllis Carthy', 'Robert D. Donohoe', 'Neill Fleming')",5
Up,2009,tt1049413,Pete Docter,"('Bob Peterson', 'Edward Asner', 'Jordan Nagai', 'John Ratzenberger', 'Christopher Plummer')",8.3
Hitters Anonymous,2005,tt0415042,Monte Young,"('Steven Bauer', 'Linda Blair', 'Michele Matheson', 'Steve DuMouchel')",6.7
Shoot First and Pray You Live (Because Luck Has Nothing to Do with It),2008,tt0818226,Lance Doty,"('John Doman', 'Jim Gaffigan', 'Jeff Hephner', 'Tamara Hope')",5.4
Feast for the Beast,2008,tt3570272,Thomas Lee Rutter,"('Luke Coates', 'Ian Crompton', 'Wayne Davies', 'Jemma Guest')",6.3
Second Hand Wedding,2008,tt1210359,Paul Murphy,"('Vivien Bell', 'Jimmy Best', 'Nick Blake', 'Charlie Bleakley')",6.2
Posledniy poezd so stantsii Roppongi,2008,tt0416123,Vera Svechina,"('Aleksey Chadov', 'Olga Karpovich', 'Mariya Kurkova', 'Andrey Merzlikin')",5.8
Dark Canvas,2008,tt1045593,Bruce Schwartz,"('Jennifer Sommerfeld', 'Lou Beatty Jr.', 'Philip Boyd', 'Max Trumpower')",7.2
Stitches,2009,tt1451635,Steve Ashworth,"('Liz Allison-Jorde', 'Luke Banville', 'Justin Brunelle', 'Maurice Brunelle')",8.1
Boys Briefs 5: Schoolboys,2008,tt1328604,Soman Chainani,"('Lisa Marie Gamlem', 'Magnus Mork', 'Daniel Ribeiro', 'Dave Snyder', 'Jeff Warden', 'Kamini Khanna', 'Bryan Fox', 'Casey Graf', 'Dustin Belt')",6.5
Loverboy,2005,tt0388213,Kevin Bacon,"('Kyra Sedgwick', 'Dominic Scott Kay', 'Campbell Scott', 'Kevin Bacon')",5.3
Here,2009,tt1426364,Tzu Nyen Ho,"('Jason Chang', 'John Low', 'Jo Tan', 'Hemang Yadav')",5.7
Kallang Roar the Movie,2008,tt2385900,Cheng Ding An,"('Lim Kay Siu', 'Ram Santhanaram Jayaram', 'Leon Hsun Chuen Quah', 'Anwar Hadi bin Ramli')",5.7
Happy Ever Afters,2009,tt1324053,Stephen Burke,"('Sally Hawkins', 'Tom Riley', 'Sinead Maguire', 'Tina Kellegher')",5.5
Pirates of the Caribbean: Dead Man's Chest,2006,tt0383574,Gore Verbinski,"('Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport')",7.3
Trailer Park Boys: Countdown to Liquor Day,2009,tt1337032,Mike Clattenburg,"('Robb Wells', 'John Paul Tremblay', 'Mike Smith', 'John Dunsworth')",7.3
Matthew 26:17,2005,tt0424270,Shannon Rawls,"('John Abiskaron', 'Andrew Archibeque', 'Justin Bilancieri', 'Greg Carlson')",6.6
Doghouse,2009,tt1023500,Jake West,"('Danny Dyer', 'Noel Clarke', 'Emil Marwa', 'Lee Ingleby')",6
Die Schimmelreiter,2008,tt1301283,Lars Jessen,"('Axel Prahl', 'Peter Jordan', 'Bjarne Mädel', 'Katharina Wackernagel')",6.4
Wrestlemaniac,2008,tt1598872,Matthew James Sheridan,"('Matthew Brown', 'Sean Kevin Gaffney', 'Pat Gleason', 'LP Green')",5.1
Better Things,2008,tt0872245,Duane Hopkins,"('Rachel McIntyre', 'Emma Cooper', 'Liam McIlfatrick', 'Che Corr')",5.2
Things That Hang from Trees,2006,tt0448149,Ido Mizrahy,"('Cooper Musgrove', 'Peter Gerety', 'Laila Robins', 'Daniel von Bargen')",5.3
Death Defying Acts,2007,tt0472071,Gillian Armstrong,"('Catherine Zeta-Jones', 'Guy Pearce', 'Timothy Spall', 'Saoirse Ronan')",5.8
Will to Power,2008,tt0477135,David Rountree,"('David Rountree', 'Chris Moir', 'Rosie Garcia', 'Jerry Mathers')",7.3
Open Mic'rs,2006,tt0816600,Gary Wood,"('Apollo Bacala', 'Chris Bauman', 'Mia Lee Bauman', 'Rupert Boneham')",7
Fiona's Script,2008,tt1273660,Florencia Manovil,"('Sonia Montejano', 'Giovannie Espiritu', 'Deirdre Renee Draginoff', 'James Z. Feng')",7.6
Lifelines,2008,tt1127227,Rob Margolies,"('Jane Adams', 'Josh Pais', 'Joe Morton', 'Robbie Sublett')",5.5
Low Rollers,2009,tt1462576,Greg Shouse,"('Kerry Anderson', 'Adrian Arminius', 'Bennie Arthur', 'Christopher Biewer')",7.1
Alpha Male,2006,tt0421116,Dan Wilde,"('Jennifer Ehle', 'Patrick Baladi', 'Amelia Warner', 'Arthur Duncan')",5.5
Madness in the First Degree,2008,tt0452645,Geoff Searle,"('Geoff Searle',)",8.2
Trapped,2009,tt1074654,Ron Hankison,"('Gavin Rapp', 'Tom Atkins', 'Corbin Bernsen', 'Paul Bingham', 'Tony Bingham')",5.1
Kabluey,2007,tt0816545,Scott Prendergast,"('Scott Prendergast', 'Lisa Kudrow', 'Teri Garr', 'Christine Taylor')",6.5
A Congregation of Ghosts,2009,tt1367171,Mark Collicott,"('Chris Batters', 'Bill Bingham', 'Andrew Dinner', 'Susannah Doyle')",6.6
Death Club,2008,tt0808223,James Merendino,"('Vera Carnevale', 'Daniel de la Vega', 'María Esquivel', 'Dolores Fonzi')",7.1
Blood Rivals: Santos el Vampiro,2008,tt1358926,Carlos Pina,"('Shelley Canamar', 'Carrie Cravey', 'Brandon Duffin', 'Martin Dvorak')",6.6
Cheaper by the Dozen 2,2005,tt0452598,Adam Shankman,"('Steve Martin', 'Bonnie Hunt', 'Hilary Duff', 'Eugene Levy')",5.5
Hiding Victoria,2006,tt0493425,Dan Chinander,"('Anita Gillette', 'Margo Harshman', 'Michael Wiseman', 'Todd Sherry')",5.5
You Are Alone,2005,tt0425659,Gorman Bechard,"('Jessica Bohl', 'Richard Brundage', 'Keith Herron', 'Eric Deskin')",6.1
Searching for Ron Ficus,2009,tt1389373,Alexander Enberg,"('Kim Kopf', 'Kimbra Westervelt', 'Marty Hrejsa', 'Kimberly Bailey')",7.8
Madison Hall,2009,tt1458930,Jared Scott Mercier,"('Kasim Aslam', 'Jennifer Ball', 'Jonathan Baranick', 'Jamie Daniels')",7.2
The Water Horse,2007,tt0760329,Jay Russell,"('Emily Watson', 'David Morrissey', 'Alex Etel', 'Bruce Allpress')",6.4
Partner(s),2005,tt0419026,Dave Diamond,"('Jay Harrington', 'Julie Bowen', 'Brooke Langton', 'Michael Ian Black')",5.7
Something Blue,2009,tt1554524,Sean Gannon,"('Mike Kreissl', 'Kate Mortimer', 'Bridget Flanery', 'Laurence Scott Murphy')",6.2
Shinjuku Incident,2009,tt1075419,Tung-Shing Yee,"('Jackie Chan', 'Naoto Takenaka', 'Daniel Wu', 'Jinglei Xu')",6.9
Cactus,2008,tt1039949,Jasmine Yuen Carrucan,"('Travis McMahon', 'David Lyons', 'Bryan Brown', 'Shane Jacobson')",5.7
The Door,2005,tt0496278,Bruce Wood,"('Helene Alter-Dyche', 'Arlene Cooney', 'Sue Durso', 'Bill Ferris')",6.3
Vivere,2007,tt0497467,Angelina Maccarone,"('Hannelore Elsner', 'Esther Zimmering', 'Kim Schnitzer', 'Egbert Jan Weeber')",6.3
Someday I Suppose,2005,tt1252581,Kristofer Allen Rommel,"('Luke Holladay', 'Stacy Boldrick', 'Camille Cothron', 'Dennis Frymire')",8.2
Fish Tank,2009,tt1232776,Andrea Arnold,"('Katie Jarvis', 'Michael Fassbender', 'Kierston Wareing', 'Rebecca Griffiths')",7.3
La Bella Figura,2007,tt1370144,Harry Otto Brünjes,"('Paulo Arcangeletti', 'Gento Aronte', 'Yor Bonci', 'Harry Otto Brünjes')",6.8
Villa: Sons of the Holocaust,2009,tt1478868,Calogero Venezia,"('Elena Maran',)",8.3
Passengers,2008,tt0449487,Rodrigo García,"('Anne Hathaway', 'Patrick Wilson', 'David Morse', 'Andre Braugher')",5.8
Unbridled,2005,tt0381678,Robert Fontaine,"('Eric Trosman', 'John Knight', 'Maria Nazzaro', 'P.J. Sosko')",8
Suburban Girl,2007,tt0428579,Marc Klein,"('Sarah Michelle Gellar', 'Alec Baldwin', 'Maggie Grace', 'James Naughton')",5.4
Command Performance,2009,tt1210801,Dolph Lundgren,"('Dolph Lundgren', 'Melissa Molinaro', 'Hristo Shopov', 'Dave Legeno')",5.5
Bottleworld,2009,tt1192618,Alexander Smith,"('Shane McRae', 'Anna Camp', 'Scott Wilson', 'Christopher Denham')",6.1
Dr. Otto Dekein's Original Design,2009,tt1486650,Dean Sullivan Adams,"('Ryan Davies', 'Danny Perez', 'Joe Raspolich', 'Eleanor Rector')",6.7
First Snow,2006,tt0432289,Mark Fergus,"('Guy Pearce', 'Piper Perabo', 'William Fichtner', 'Steven Michael Quezada')",6.2
Stingers Rule!,2009,tt1451420,Martin Tempest,"('Lucy Wills', 'Luke Pasqualino', 'Claire Jordon', 'Conor Baum')",9.1
The Long Weekend,2005,tt0385057,Pat Holden,"('Chris Klein', 'Brendan Fehr', 'Chandra West', 'Craig Fairbrass')",5.2
Ouro Negro,2009,tt0481419,Isa Albuquerque,"('Luíza Curvo', 'Fernanda Diniz', 'Chico Díaz', 'Thiago Fragoso')",6.1
Satu Rumpun?,2009,tt1433180,Arci Fadillah,"('Kenzo Abduh', 'Golam Sarwar Harun', 'Kamal Hossein', 'Sheilla Nastassia')",9
Midlothia,2007,tt0972563,Bill Sebastian,"('James Thomas Gilbert', 'Jessica McClendon', 'Erik V. Reeves', 'Bill Sebastian')",5.7
Gamer,2009,tt1034032,Mark Neveldine,"('Brian Taylor', 'Gerard Butler', 'Michael C. Hall', 'Ludacris', 'Amber Valletta')",5.7
Hiding Divya,2006,tt0480904,Rehana Mirza,"('Pooja Kumar', 'Madhur Jaffrey', 'Deep Katdare', 'Madelaine Massey')",5.6
Friends with Money,2006,tt0436331,Nicole Holofcener,"('Jennifer Aniston', 'Frances McDormand', 'Catherine Keener', 'Joan Cusack')",5.8
Tsotsi,2005,tt0468565,Gavin Hood,"('Presley Chweneyagae', 'Mothusi Magano', 'Israel Matseke-Zulu', 'Terry Pheto')",7.2
Utopia,2007,tt0833886,Tony Visintainer,"('Marilia Angeline', 'Miguel Anzola', 'Connie Cowper', 'Chase Fraga')",6.3
Fifty Dead Men Walking,2008,tt1097643,Kari Skogland,"('Ben Kingsley', 'Jim Sturgess', 'Kevin Zegers', 'Natalie Press')",6.8
Living with the Infidels,2009,tt1462570,Aasaf Ainapore,"('James Alper', 'Naveed Choudhry', 'Annie Cooper', 'Kammy Darweish')",8.2
Four on the Floor,2009,tt1389077,Jon Russell Cring,"('David Chattam', 'Jasson Cring', 'Kara Dixon', 'Sean M. Dixon')",8.6
Dead End Falls,2009,tt1270084,Gouzalia Van Mater,"('Gouzalia Van Mater', 'Cal Rein', 'Khadizhat Nurbagandova', 'Paul Teodo')",6.9
Outlaw,2007,tt0758771,Nick Love,"('Sean Bean', 'Danny Dyer', 'Rupert Friend', 'Sean Harris')",5.7
Shadows in the Sun,2005,tt0376181,Brad Mirman,"('Harvey Keitel', 'Claire Forlani', 'Giancarlo Giannini', 'Joshua Jackson')",6.6
The Killing Machines,2007,tt1347165,Zman,"('Stan J. Adams', 'Steve Arons', 'Laura Ault', 'Morgan Baker')",6.6
Schopenhauer,2006,tt0902326,Giovanni Maderna,"('Rudy Galoppini', 'Giovanni Maderna', 'Michela Noé', 'Filippo Ticozzi')",6.8
Northless,2009,tt1331320,Rigoberto Pérezcano,"('Harold Torres', 'Alicia Laguna', 'Sonia Couoh', 'Luis Cárdenas')",6.8
Movie Boy,2005,tt0462439,Jon Lefkovitz,"('Eastman Presser', 'Alyssa Miller', 'Andrew Biliter', 'Pam Tierney')",7.6
Drawn by Pain,2007,tt0964510,Jesse Cowell,"('Brandon Basquin', 'Andrew Blessing', 'Russell Clay', 'Ed Dominguez')",8.6
Ten Nights of Dreams,2006,tt0899224,Yoshitaka Amano,"('Kon Ichikawa', 'Akio Jissôji', 'Masaaki Kawahara', 'Suzuki Matsuo', 'Miwa Nishikawa', 'Atsushi Shimizu', 'Takashi Shimizu', 'Keisuke Toyoshima', 'Yûdai Yamaguchi', 'Nobuhiro Yamashita', 'Kyôko Koizumi', 'Suzuki Matsuo', 'Tsuyoshi Ujiki', 'Umenosuke Nakamura')",6.3
Cursed,2005,tt0257516,Wes Craven,"('Christina Ricci', 'Jesse Eisenberg', 'Portia de Rossi', 'Mya')",5
The Bee,2009,tt1467095,David Rountree,"('Allen Maldonado', 'David Banks', 'Rosie Garcia', 'Andrew Dorsey')",7.6
And I Lived,2005,tt0452584,Ryan Dacko,"('Lori Schaufelberger', 'Matt Clark', 'Josue Rivera', 'Kim Chesterton')",7.2
Down and Derby,2005,tt0398971,Eric Hendershot,"('Greg Germann', 'Lauren Holly', 'Pat Morita', 'Adam Hicks')",5.5
Pink Lemonade,2006,tt0810061,David Edmundson,"('Randy Van Dyke', 'Kurt Finney', 'Angela Trimbur', 'Brett Lawrence', 'Chris Teregis')",5.7
Zuzu Angel,2006,tt0481254,Sergio Rezende,"('Patricia Pillar', 'Daniel de Oliveira', 'Leandra Leal', 'Alexandre Borges')",6.9
Night of Henna,2005,tt0379402,Hassan Zee,"('Pooja Kumar', 'Craig Marker', 'Poni Chesser', 'Girija Shankar')",6
With a Little Help,2009,tt2032582,Niko Paleologus,"('Brian Long', 'Kaitlyn Frotton', 'Justin Sean Kelly', 'Dasha Bunks')",7.2
Patriotic Danger,2009,tt1484106,Matthew Shea,"('Masa Gibson', 'Katie Jones', 'Gary Voegele', 'George Wilhelm')",-
Forever Strong,2008,tt0840322,Ryan Little,"('Sean Faris', 'Penn Badgley', 'Gary Cole', 'Sean Astin')",7.1
The Philosopher's Stone,2008,tt1337016,Raymond Salvatore Harmon,"('Isobel Julianna Harmon', 'Jacob Andrew Myers')",5.8
"What's Up, Scarlet?",2005,tt0465666,Anthony Caldarella,"('Susan Priver', 'Sally Kirkland', 'Musetta Vander', 'Jere Burns')",5.8
Small Talk,2007,tt1068853,Chris Rogers,"('Adam Cardon', 'Chris Hopkins', 'Anita Leeman Torres', 'Kajuan Mitchell')",6.6
Love Happens,2009,tt0899106,Brandon Camp,"('Jennifer Aniston', 'Aaron Eckhart', 'Dan Fogler', 'John Carroll Lynch')",5.6
Repo! The Genetic Opera,2008,tt0963194,Darren Lynn Bousman,"('Paul Sorvino', 'Anthony Head', 'Alexa PenaVega', 'Sarah Brightman')",6.4
Begging Your Pardon,2006,tt0824289,Donna White,"('Trisha Carman', 'James LaMarr', 'Ron Sexton', 'Connor Boone')",7.5
Pawn,2007,tt0995860,Shawn Schaffer,"('Hal Hughes', 'Amelia Wargo', 'Michael J. Cannon', 'Chris Higgins')",7.4
The Book of Revelation,2006,tt0424863,Ana Kokkinos,"('Tom Long', 'Greta Scacchi', 'Colin Friels', 'Anna Torv')",5.3
The Poker House,2008,tt1014806,Lori Petty,"('Jennifer Lawrence', 'Javon Johnson', 'Sophi Bairley', 'Bokeem Woodbine')",6.3
Welcome,2009,tt1314280,Philippe Lioret,"('Vincent Lindon', 'Firat Ayverdi', 'Audrey Dana', 'Derya Ayverdi')",7.5
The Blue Hour,2007,tt0899137,Eric Nazarian,"('Ellen Albertini Dow', 'Eric Burdon', 'Paul Dillon', 'Catherine Garedakis')",6.9
Striptease Baby Dolls from Cleveland Meet the Unkillables,2005,tt0228906,Raymond L. Gunn,"('Robert Swanson', 'Dale Boutten', 'James Boyle', 'James Boyle', 'Chrissy')",5.8
The Odd Squad Episode 1: Making History,2009,tt1547014,MéLisa Lomelino,"('Tom Blank', 'Nathan D. Davis', 'Corbin Hovind', 'Savannah Hovind')",6.8
Eragon,2006,tt0449010,Stefen Fangmeier,"('Ed Speleers', 'Sienna Guillory', 'Jeremy Irons', 'John Malkovich')",5.1
